iter	Passed	Remaining
404	8354	12274
405	8373	12250
406	8391	12225
407	8409	12201
408	8426	12176
409	8443	12150
410	8459	12123
411	8477	12099
412	8519	12108
413	8541	12089
414	8557	12063
415	8574	12037
416	8592	12013
417	8608	11986
418	8626	11961
419	8642	11934
420	8661	11912
421	8679	11887
422	8695	11861
423	8711	11835
424	8727	11808
425	8744	11781
426	8760	11755
427	8776	11729
428	8793	11704
429	8810	11678
430	8826	11653
431	8848	11634
432	8867	11611
433	8884	11586
434	8900	11560
435	8916	11534
436	8933	11509
437	8952	11487
438	8975	11470
439	8992	11444
440	9013	11424
441	9035	11406
442	9062	11394
443	9082	11373
444	9099	11348
445	9123	11332
446	9141	11309
447	9169	11298
448	9193	11281
449	9218	11267
450	9255	11266
451	9278	11249
452	9303	11234
453	9343	11236
454	9367	11220
455	9406	11221
456	9436	11212
457	9461	11196
458	9496	11193
459	9525	11182
460	9548	11163
461	9577	11153
462	9601	11135
463	9625	11119
464	9664	11118
465	9688	11102
466	9723	11097
467	9750	11084
468	9775	11067
469	9811	11063
470	9834	11045
471	9856	11025
472	9886	11014
473	9907	10993
474	9946	10993
475	9968	10973
476	9988	10952
477	10012	10934
478	10034	10913
479	10064	10902
480	10085	10881
481	10106	10861
482	10131	10844
483	10150	10821
484	10170	10799
485	10193	10781
486	10214	10759
487	10244	10748
488	10264	10726
489	10287	10707
490	10306	10684
491	10327	10663
492	10354	10648
493	10376	10628
494	10409	10619
495	10434	10602
496	10454	10580
497	10474	10558
498	10493	10535
499	10514	10514
500	10532	10490
501	10549	10465
502	10570	10444
503	10589	10421
504	10606	10396
505	10626	10374
506	10646	10352
507	10665	10329
508	10683	10305
509	10700	10280
510	10717	10255
511	10734	10231
512	10753	10208
513	10778	10190
514	10797	10168
515	10816	10146
516	10833	10121
517	10849	10095
518	10871	10075
519	10890	10053
520	10906	10027
521	10925	10004
522	10951	9987
523	10968	9963
524	10996	9949
525	11017	9928
526	11038	9907
527	11061	9888
528	11083	9867
529	11102	9845
530	11129	9830
531	11148	9807
532	11176	9792
533	11195	9769
534	11216	9749
535	11236	9727
536	11253	9702
537	11270	9678
538	11287	9653
539	11303	9629
540	11323	9607
541	11340	9583
542	11361	9561
543	11380	9539
544	11403	9520
545	11420	9496
546	11440	9474
547	11459	9452
548	11481	9432
549	11508	9415
550	11528	9394
551	11557	9379
552	11578	9359
553	11599	9338
554	11620	9317
555	11639	9294
556	11657	9271
557	11676	9249
558	11694	9225
559	11715	9204
560	11734	9182
561	11760	9165
562	11780	9143
563	11802	9123
564	11818	9099
565	11834	9074
566	11851	9050
567	11868	9026
568	11888	9005
569	11906	8982
570	11927	8961
571	11946	8938
572	11963	8914
573	11980	8891
574	11997	8868
575	12018	8847
576	12040	8826
577	12059	8804
578	12079	8782
579	12104	8765
580	12125	8744
581	12143	8721
582	12161	8698
583	12178	8675
584	12195	8651
585	12212	8628
586	12233	8607
587	12251	8584
588	12270	8562
589	12292	8542
590	12311	8520
591	12330	8498
592	12349	8476
593	12367	8452
594	12383	8429
595	12401	8406
596	12418	8383
597	12434	8359
598	12450	8335
599	12467	8311
600	12484	8288
601	12502	8265
602	12520	8243
603	12538	8220
604	12557	8198
605	12573	8174
606	12593	8153
607	12609	8130
608	12633	8110
609	12654	8090
610	12675	8070
611	12695	8048
612	12711	8025
613	12728	8002
614	12745	7978
615	12762	7955
616	12779	7932
617	12804	7915
618	12822	7892
619	12842	7871
620	12953	7905
621	13122	7974
622	13141	7952
623	13163	7931
624	13181	7908
625	13201	7887
626	13220	7864
627	13240	7843
628	13259	7820
629	13279	7799
630	13299	7777
631	13319	7755
632	13340	7734
633	13359	7712
634	13378	7689
635	13394	7666
636	13411	7642
637	13427	7618
638	13444	7595
639	13460	7571
640	13476	7547
641	13492	7523
642	13508	7499
643	13533	7481
644	13553	7459
645	13570	7436
646	13586	7412
647	13602	7389
648	13619	7365
649	13635	7342
650	13652	7319
651	13674	7298
652	13694	7277
653	13718	7257
654	13752	7243
655	13770	7221
656	13788	7198
657	13805	7175
658	13824	7153
659	13843	7131
660	13864	7110
661	13888	7091
662	13908	7069
663	13942	7055
664	13960	7032
665	13979	7010
666	13997	6988
667	14015	6965
668	14035	6944
669	14054	6922
670	14075	6901
671	14095	6879
672	14119	6860
673	14138	6838
674	14157	6816
675	14175	6794
676	14193	6772
677	14212	6749
678	14232	6728
679	14254	6708
680	14274	6686
681	14295	6665
682	14312	6643
683	14330	6620
684	14349	6598
685	14367	6576
686	14397	6559
687	14416	6537
688	14436	6516
689	14467	6499
690	14488	6478
691	14513	6459
692	14537	6440
693	14558	6418
694	14580	6398
695	14609	6381
696	14628	6359
697	14658	6342
698	14676	6319
699	14701	6300
700	14720	6278
701	14738	6256
702	14759	6235
703	14779	6214
704	14805	6195
705	14826	6174
706	14847	6153
707	14868	6132
708	14887	6110
709	14903	6087
710	14922	6065
711	14941	6043
712	14962	6022
713	14981	6000
714	15004	5980
715	15023	5958
716	15046	5938
717	15064	5916
718	15082	5894
719	15099	5872
720	15117	5849
721	15141	5829
722	15157	5807
723	15175	5785
724	15192	5762
725	15224	5746
726	15241	5723
727	15258	5700
728	15274	5678
729	15293	5656
730	15310	5634
731	15327	5611
732	15345	5589
733	15363	5567
734	15385	5546
735	15405	5525
736	15424	5504
737	15442	5482
738	15460	5460
739	15480	5438
740	15500	5417
741	15521	5396
742	15540	5375
743	15558	5353
744	15576	5331
745	15598	5311
746	15620	5290
747	15639	5268
748	15657	5246
749	15675	5225
750	15692	5203
751	15711	5181
752	15729	5159
753	15747	5137
754	15764	5115
755	15796	5098
756	15816	5077
757	15835	5055
758	15853	5033
759	15871	5012
760	15891	4990
761	15909	4969
762	15928	4947
763	15946	4925
764	15968	4905
765	15988	4884
766	16007	4862
767	16026	4841
768	16044	4819
769	16063	4798
770	16081	4776
771	16100	4754
772	16119	4733
773	16137	4712
774	16161	4691
775	16181	4671
776	16204	4650
777	16221	4628
778	16240	4607
779	16256	4585
780	16276	4564
781	16293	4542
782	16310	4520
783	16328	4498
784	16349	4477
785	16372	4457
786	16389	4435
787	16407	4414
788	16426	4392
789	16444	4371
790	16463	4350
791	16482	4328
792	16500	4307
793	16518	4285
794	16545	4266
795	16564	4245
796	16583	4223
797	16600	4202
798	16619	4180
799	16635	4158
800	16652	4137
801	16672	4116
802	16690	4094
803	16714	4074
804	16740	4055
805	16760	4034
806	16778	4012
807	16797	3991
808	16813	3969
809	16834	3948
810	16852	3927
811	16871	3906
812	16888	3884
813	16910	3863
814	16933	3843
815	16952	3822
816	16982	3803
817	16999	3782
818	17020	3761
819	17039	3740
820	17056	3718
821	17075	3697
822	17094	3676
823	17113	3655
824	17134	3634
825	17154	3613
826	17173	3592
827	17191	3571
828	17210	3550
829	17228	3528
830	17249	3508
831	17268	3486
832	17291	3466
833	17316	3446
834	17335	3425
835	17351	3403
836	17369	3382
837	17386	3361
838	17401	3339
839	17417	3317
840	17434	3296
841	17450	3274
842	17469	3253
843	17489	3232
844	17505	3211
845	17525	3190
846	17544	3169
847	17561	3147
848	17577	3126
849	17594	3104
850	17610	3083
851	17625	3061
852	17645	3040
853	17663	3019
854	17680	2998
855	17696	2977
856	17713	2955
857	17729	2934
858	17745	2912
859	17761	2891
860	17777	2870
861	17793	2848
862	17809	2827
863	17828	2806
864	17846	2785
865	17862	2763
866	17878	2742
867	17895	2721
868	17911	2700
869	17927	2678
870	17944	2657
871	17965	2637
872	17985	2616
873	18005	2595
874	18026	2575
875	18043	2554
876	18061	2533
877	18077	2511
878	18092	2490
879	18108	2469
880	18125	2448
881	18141	2427
882	18156	2405
883	18172	2384
884	18188	2363
885	18207	2342
886	18225	2321
887	18242	2300
888	18258	2279
889	18274	2258
890	18290	2237
891	18307	2216
892	18324	2195
893	18340	2174
894	18356	2153
895	18372	2132
896	18396	2112
897	18413	2091
898	18431	2070
899	18450	2050
900	18465	2028
901	18481	2008
902	18499	1987
903	18516	1966
904	18532	1945
905	18549	1924
906	18565	1903
907	18595	1884
908	18612	1863
909	18628	1842
910	18644	1821
911	18660	1800
912	18676	1779
913	18692	1758
914	18709	1737
915	18725	1717
916	18741	1696
917	18757	1675
918	18777	1655
919	18794	1634
920	18812	1613
921	18828	1592
922	18845	1572
923	18861	1551
924	18882	1531
925	18900	1510
926	18917	1489
927	18932	1468
928	18957	1448
929	18977	1428
930	18998	1408
931	19019	1387
932	19037	1367
933	19056	1346
934	19073	1325
935	19089	1305
936	19107	1284
937	19124	1264
938	19145	1243
939	19164	1223
940	19184	1202
941	19200	1182
942	19216	1161
943	19232	1140
944	19248	1120
945	19263	1099
946	19279	1078
947	19295	1058
948	19311	1037
949	19331	1017
950	19351	997
951	19369	976
952	19387	956
953	19404	935
954	19422	915
955	19443	894
956	19462	874
957	19478	853
958	19494	833
959	19525	813
960	19545	793
961	19563	772
962	19583	752
963	19601	732
964	19622	711
965	19646	691
966	19664	671
967	19681	650
968	19701	630
969	19721	609
970	19739	589
971	19755	569
972	19771	548
973	19787	528
974	19802	507
975	19818	487
976	19834	466
977	19851	446
978	19872	426
979	19892	405
980	19909	385
981	19926	365
982	19942	344
983	19958	324
984	19974	304
985	19991	283
986	20008	263
987	20026	243
988	20043	222
989	20063	202
990	20083	182
991	20099	162
992	20115	141
993	20131	121
994	20147	101
995	20163	80
996	20179	60
997	20194	40
998	20210	20
999	20226	0
