iter	MultiClass
520	0.4104654752
521	0.4103917017
522	0.4103584991
523	0.4103245027
524	0.4103058654
525	0.4102634356
526	0.4102502487
527	0.4102282556
528	0.4102030991
529	0.4101867465
530	0.4101641653
531	0.4101486706
532	0.4101244189
533	0.4101081581
534	0.4100760835
535	0.4100623154
536	0.4100022789
537	0.4099293603
538	0.4099044806
539	0.4098449761
540	0.4098322244
541	0.4098227641
542	0.4097955556
543	0.4097818551
544	0.4097455651
545	0.4096905061
546	0.4096527809
547	0.4096053335
548	0.4095911003
549	0.4095640787
550	0.4095507828
551	0.4095321404
552	0.4094834312
553	0.4094599798
554	0.4094471825
555	0.4094233907
556	0.4093921759
557	0.4093692224
558	0.4093298464
559	0.4092782949
560	0.409262932
561	0.4092502919
562	0.4092147904
563	0.4091743531
564	0.4091409456
565	0.4091305258
566	0.4091072833
567	0.4090925657
568	0.4090758546
569	0.4090592251
570	0.4090247911
571	0.4089937161
572	0.4089443606
573	0.408917955
574	0.4088845001
575	0.4088594713
576	0.408839099
577	0.4088003566
578	0.4087642612
579	0.4087447664
580	0.4087252961
581	0.4087191181
582	0.4086970165
583	0.4086882951
584	0.408677012
585	0.4086537684
586	0.4086454039
587	0.4086271296
588	0.4086097169
589	0.4085714432
590	0.4085412578
591	0.4085059865
592	0.4084864622
593	0.4084495911
594	0.4084176524
595	0.4083943007
596	0.4083722278
597	0.4083626043
598	0.4083446653
599	0.4083259172
600	0.4083129435
601	0.4082903916
602	0.4082734548
603	0.4082453882
604	0.4082353314
605	0.4082242307
606	0.4082086625
607	0.408170558
608	0.4081442513
609	0.4081264061
610	0.4081040553
611	0.4080881858
612	0.408075266
613	0.4080586685
614	0.4080181523
615	0.4079821664
616	0.4079694846
617	0.4079458912
618	0.4078967195
619	0.4078833929
620	0.4078444345
621	0.4078188349
622	0.4078026928
623	0.4077454056
624	0.4077389048
625	0.4077268095
626	0.4077019769
627	0.4076803099
628	0.4076697758
629	0.4076505234
630	0.4076106247
631	0.4075797577
632	0.4075493036
633	0.4075252813
634	0.4074902879
635	0.4074851966
636	0.4074664908
637	0.4074494946
638	0.4074321488
639	0.4074248766
640	0.407414229
641	0.4073879202
642	0.4073740201
643	0.4073513298
644	0.4073423212
645	0.4073058344
646	0.4072928846
647	0.40727601
648	0.4072424013
649	0.4072286217
650	0.4071994303
651	0.4071803402
652	0.4071603182
653	0.4071537991
654	0.407123588
655	0.4070797474
656	0.4070665944
657	0.4070545144
658	0.4070423679
659	0.4070271538
660	0.4070153572
661	0.406993434
662	0.4069794774
663	0.4069592813
664	0.4069335768
665	0.4068951433
666	0.4068789948
667	0.4068299148
668	0.406801866
669	0.4067935545
670	0.4067709941
671	0.4067447401
672	0.4067361936
673	0.4067183651
674	0.4067115114
675	0.4066950119
676	0.4066867303
677	0.406637024
678	0.4066029948
679	0.4065846184
680	0.4065472607
681	0.4065412826
682	0.4065254908
683	0.406501824
684	0.4064843218
685	0.4064464026
686	0.4064318446
687	0.4064204011
688	0.4064047408
689	0.4063939043
690	0.4063829675
691	0.4063645198
692	0.4063439064
693	0.4062703618
694	0.4062413224
695	0.4062350558
696	0.4061816239
697	0.40617041
698	0.4061474607
699	0.4061395442
700	0.4061189555
701	0.4060989332
702	0.4060632253
703	0.4060302957
704	0.4060197646
705	0.4060051265
706	0.4059955536
707	0.4059702045
708	0.4059509451
709	0.4059323529
710	0.4059120462
711	0.4059004227
712	0.4058907945
713	0.4058659018
714	0.4058286186
715	0.4058071141
716	0.4057979528
717	0.4057871245
718	0.4057721441
719	0.405758303
720	0.4057187303
721	0.4056687072
722	0.4056298721
723	0.4055783139
724	0.4055534153
725	0.4055066292
726	0.4054926113
727	0.4054656874
728	0.4054317485
729	0.4054240411
730	0.4053790045
731	0.4053672986
732	0.4053541552
733	0.4053194531
734	0.4052856237
735	0.4052651196
736	0.4052470357
737	0.4052257698
738	0.4052231511
739	0.4051882834
740	0.4051668331
741	0.405109152
742	0.4050842509
743	0.4050592209
744	0.4050257362
745	0.404973833
746	0.4049343347
747	0.4049064584
748	0.4048903087
749	0.4048521144
750	0.4048257188
751	0.4048108995
752	0.4047895933
753	0.4047761696
754	0.4047577121
755	0.4047407029
756	0.4047218134
757	0.4047102514
758	0.4046948435
759	0.4046703575
760	0.4046236809
761	0.4045784259
762	0.404556731
763	0.4045122502
764	0.4044893043
765	0.4044735162
766	0.4044387465
767	0.4044280119
768	0.4044185344
769	0.4043866257
770	0.4043699783
771	0.4043408731
772	0.4043162361
773	0.4043117512
774	0.404287349
775	0.4042639161
776	0.4042240902
777	0.4041889007
778	0.4041669564
779	0.4041443584
780	0.4041109837
781	0.4040964361
782	0.4040881113
783	0.4040633453
784	0.4040445099
785	0.4040191214
786	0.4040014177
787	0.4039812976
788	0.4039486747
789	0.4038852231
790	0.4038717618
791	0.4038480813
792	0.4038242823
793	0.4037696887
794	0.4037501522
795	0.4037390849
796	0.4037222393
797	0.4037001641
798	0.4036737711
799	0.4036599335
800	0.4036326253
801	0.4036195724
802	0.4035962803
803	0.4035674391
804	0.4035540209
805	0.4035274273
806	0.4034987119
807	0.4034822746
808	0.4034737305
809	0.4034453364
810	0.4034062909
811	0.4033875094
812	0.4033736266
813	0.403357106
814	0.4033230947
815	0.403262081
816	0.4032271082
817	0.4032053681
818	0.4031915075
819	0.4031698795
820	0.4031562728
821	0.4031462951
822	0.4031183345
823	0.4031042619
824	0.4030723795
825	0.4030518561
826	0.403025367
827	0.4029951152
828	0.4029679028
829	0.4029528569
830	0.4029358114
831	0.4029101337
832	0.4028991683
833	0.4028898669
834	0.4028699508
835	0.4028622969
836	0.4028442744
837	0.4028264534
838	0.4028087419
839	0.402780329
840	0.4027462441
841	0.4027168746
842	0.4026837531
843	0.4026767569
844	0.4026664156
845	0.4026504073
846	0.4026083457
847	0.4026026591
848	0.4025729744
849	0.4025374817
850	0.4025315022
851	0.4025015673
852	0.4024813302
853	0.402471294
854	0.4024581721
855	0.4024425135
856	0.4024231356
857	0.4024124224
858	0.4023913084
859	0.4023830324
860	0.4023725237
861	0.4023485192
862	0.4023309032
863	0.4023205231
864	0.4023129393
865	0.4022906885
866	0.4022758315
867	0.4022425576
868	0.4022124532
869	0.402202525
870	0.4021759427
871	0.4021693169
872	0.402155418
873	0.4021422914
874	0.4021160255
875	0.4021092065
876	0.4020930015
877	0.4020848078
878	0.402079834
879	0.4020661498
880	0.4020522193
881	0.4020383088
882	0.4020260485
883	0.4020213422
884	0.4020094397
885	0.4019823199
886	0.4019699285
887	0.4019480587
888	0.401928405
889	0.4019112304
890	0.4018900147
891	0.4018642321
892	0.401831006
893	0.4018074248
894	0.4017983107
895	0.4017850008
896	0.4017590258
897	0.401731509
898	0.4017201445
899	0.4017018732
900	0.4016957794
901	0.4016910289
902	0.4016701959
903	0.4016561118
904	0.4016420133
905	0.401628332
906	0.4016183261
907	0.4015912463
908	0.4015581752
909	0.4015508659
910	0.4015350601
911	0.4015055337
912	0.401500007
913	0.4014869342
914	0.4014660746
915	0.4014417637
916	0.4014133422
917	0.4014068561
918	0.4013922164
919	0.4013870206
920	0.4013485918
921	0.4013274152
922	0.4013100973
923	0.4012852145
924	0.4012269608
925	0.4012207674
926	0.4011886255
927	0.4011811623
928	0.4011747775
929	0.4011700776
930	0.4011243946
931	0.4011082093
932	0.4010872466
933	0.4010724884
934	0.4010605973
935	0.4010396298
936	0.4010218876
937	0.4010028735
938	0.4009952194
939	0.4009806802
940	0.4009274711
941	0.4009121677
942	0.4009063863
943	0.4008815791
944	0.4008766419
945	0.4008663455
946	0.4008611829
947	0.4008146683
948	0.4008034201
949	0.4007738604
950	0.4007584366
951	0.4007393199
952	0.4007254181
953	0.4007150409
954	0.400710525
955	0.4007021335
956	0.4006580216
957	0.4006489652
958	0.4006412383
959	0.4006212734
960	0.4005981747
961	0.4005659919
962	0.4005412006
963	0.4005239366
964	0.4004925363
965	0.4004810115
966	0.40044817
967	0.4004232763
968	0.4003970921
969	0.4003656061
970	0.4003180559
971	0.4002952896
972	0.4002745685
973	0.4002538119
974	0.400237011
975	0.4002193831
976	0.4002002462
977	0.4001789659
978	0.4001586004
979	0.4001280053
980	0.4001166228
981	0.4000987676
982	0.4000853303
983	0.400067846
984	0.4000631586
985	0.4000312489
986	0.4000095123
987	0.3999767756
988	0.3999676073
989	0.3999571857
990	0.3999324901
991	0.3999182592
992	0.399900804
993	0.3998746942
994	0.3998621135
995	0.3998419812
996	0.399804993
997	0.3997681242
998	0.3997519748
999	0.3997311411
